InvoiceNo,StockCode,Quantity,UnitPrice
548397,21195,-30,0.0
548398,22482,-66,0.0
548399,15030,150,0.0
548400,21034,1,0.95
548401,22084,6,2.95
548402,21040,-5,0.0
548403,22849,1,16.95
548404,48138,10,6.75
548405,22788,2,9.95
548406,22423,24,10.95
548407,22197,100,0.72
548408,22960,6,4.25
548409,21843,6,10.95
548410,23007,6,14.95
C548411,D,-1,162.24
548412,82482,36,2.1
548447,84991,48,0.55
548448,21080,96,0.72
548449,21035,6,3.25
548450,21181,12,2.1
548451,22971,1,2.55
548452,85123A,12,2.95
C548453,22892,-6,1.25
C548454,M,-1,5.7
548455,79302M,6,2.95
C548456,M,-1,57.6
548457,22776,2,9.95
548458,20685,2,7.95
548459,22595,12,0.85
C548460,22426,-4,3.75
548461,22249,1,0.85
C548462,D,-1,14.52
C548463,82483,-18,5.95
C548464,22846,-3,14.95
C548465,22776,-23,8.5
548466,22264,12,0.85
C548467,22617,-2,4.95
548468,21812,2,4.95
C548469,22624,-4,7.65
548470,84879,8,1.69
C548471,22776,-1,9.95
548484,82582,2,2.1
C548485,22699,-1,2.95
548486,20725,10,1.65
C548487,22798,-1,2.95
C548488,22891,-1,4.25
548489,22423,3,12.75
548490,21735,4,12.75
548491,10123C,1,0.65
548492,21361,1,12.75
548493,22384,20,1.65
548494,22085,80,2.55
C548495,21528,-1,6.95
548496,23157,1,2.08
548497,22720,6,4.95
548498,22659,12,1.95
548499,85099F,4,2.08
548500,48187,1,7.95
548501,84536B,18,0.42
548502,22077,5,4.13
C548503,22072,-1,3.75
548504,15056n,1,12.46
548505,20655,1,2.46
548506,22659,1,1.95
548507,84596E,1,0.42
C548508,23176,-1,2.25
548509,22487,4,8.5
548510,22424,1,12.75
548511,48116,1,7.95
548512,21714,6,1.25
C548513,85123A,-8,2.55
548514,20615,1,4.13
548515,M,3,0.65
548516,21564,1,5.79
548520,85159A,12,1.95
548521,21949,12,1.25
548522,10135,1,2.46
548529,23156,12,2.08
548530,22957,2,2.95
548531,84406B,24,4.15
C548532,84406B,-24,4.15
548533,22982,12,1.25
548534,22516,6,2.1
548535,90010A,25,0.0
548536,90010B,-50,0.0
548537,90173,-28,0.0
548538,90082B,3,0.0
548539,90005A,2,0.0
548540,90035A,-9,0.0
548541,21231,4,1.25
548542,21586,12,2.55
C548543,84949,-2,1.65
548544,22768,2,9.95
548545,48111,10,6.75
548546,22084,6,2.95
548547,21530,5,0.79
548548,22423,1,12.75
548549,84763,100,1.06
548550,22662,10,1.65
548551,22622,4,9.95
548552,22607,8,8.5
548553,21472,6,3.75
548554,21043,60,1.95
548555,22148,12,1.95
548556,84313B,26,1.95
548557,85179A,3,4.65
548558,22231,12,1.45
548559,22848,2,16.95
548560,84970L,24,0.95
548561,22555,12,1.65
548562,22191,2,8.5
548563,85099C,4,2.08
C548564,20750,-1,7.95
548565,47566,12,4.95
548566,22693,24,1.25
548567,48138,4,7.95
548568,M,1,12.75
C548573,22762,-8,12.75
C548576,84632,-1,59.95
C548577,21154,-200,1.06
548604,22318,1,2.95
C548605,22453,-1,2.95
548606,10002,120,0.85
548608,23126,4,4.95
C548607,22637,-1,2.55
C548609,21277,-1,21.95
548610,22752,1,8.5
548611,21181,24,2.1
548612,20685,1,7.95
548613,84596E,84,0.42
548614,21754,1,5.95
548615,16010,-7,0.0
548616,21790,36,0.85
548617,22488,12,1.65
548618,22900,12,3.25
548619,23155,12,0.83
548620,84313B,-32,0.0
548621,M,3,0.65
548622,21755,3,5.95
548623,16016,100,0.85
548624,22424,1,12.75
C548625,21463,-2,5.95
C548626,22193,-1,8.5
548627,21915,280,1.06
C548628,21820,-6,3.75
548629,21749,192,1.85
548630,21749,192,1.85
548631,22156,5,0.85
548632,22191,2,8.5
548633,22693,864,1.06
548634,15044D,6,2.95
548635,84077,1152,0.21
548636,23156,12,2.08
548637,84596E,5,0.0
548638,21258,4,0.0
548639,22627,1,0.0
548640,22283,6,7.95
548641,21749,312,1.85
548642,22776,1,9.95
548643,22355,100,0.72
548644,22212,144,1.69
548645,21609,96,2.55
548646,21472,-140,0.0
C548647,37449,-3,9.95
548648,21212,24,0.55
548649,21155,100,2.1
548650,22969,12,1.45
548651,48184,5,7.95
548652,22772,12,1.25
548653,22628,1,4.95
548654,21232,24,1.25
548655,20754,6,2.1
548656,22371,1,4.25
548657,48138,1,7.95
548658,22084,40,2.55
548659,23051,2,8.25
548660,22335,24,0.65
548661,POST,1,350.0
548662,82494L,-180,0.0
548663,20676,1,2.46
548664,22197,12,0.85
548665,22083,40,2.55
548666,22363,3,2.95
C548667,22231,-15,1.45
548668,85066,2,12.75
548669,22585,36,1.25
548670,22416,1,1.45
548673,22998,24,0.42
548674,90160C,1,6.95
548675,85185D,-2,0.0
548676,72800F,-5,0.0
548677,72781,-30,0.0
548678,35015,-9,0.0
548679,72793,-3,0.0
548680,72800D,-18,0.0
548681,72800D,3,0.0
548682,72789,-2,0.0
548683,72801G,47,0.0
548684,72798C,-2,0.0
548685,85018B,-2,0.0
548686,82484,12,6.75
548687,75049L,288,0.85
548692,22138,2,4.95
548693,22720,-60,0.0
548694,22720,10,0.0
C548695,82483,-1,6.95
548696,82486,4,8.95
548697,21272,24,1.25
548698,22457,2,2.95
548699,84880,1,7.5
548700,37449,1,9.95
548701,21399,6,0.39
548702,22487,1,9.95
548703,85099C,3,2.08
548704,22563,96,1.06
548705,84598,288,0.21
548706,22957,48,2.55
548707,22497,1,4.25
548708,21878,9,0.85
548709,21043,12,1.95
548710,84978,24,1.25
548711,48187,1,7.95
548712,22721,4,4.95
C548713,22181,-3,0.85
548714,11001,16,1.69
548715,22653,16,1.95
548716,84580,4,3.75
548718,21833,48,1.69
C548717,22418,-24,0.85
548720,21121,1,1.25
C548721,21714,-4,1.25
C548722,22960,-2,4.25
C548723,72741,-3,1.45
C548724,22690,-2,7.95
548725,POST,1,134.0
548726,21314,16,2.1
C548727,22325,-2,4.95
548728,22570,4,3.75
C548729,22232,-8,1.65
548730,23076,24,1.25
C548731,22328,-624,2.55
548732,47566,4,4.95
548733,20749,2,7.95
548734,22699,6,2.95
548735,82483,2,6.95
548736,21439,408,1.06
548737,23076,48,1.25
C548738,22302,-6,2.55
548739,85230F,2,0.29
548740,47566,12,4.95
548741,48111,2,7.95
548742,22381,50,1.85
548743,20828,48,2.1
548744,22284,12,1.65
548745,21577,6,2.25
548746,23077,40,1.25
548747,22654,6,5.95
C548748,84755,-16,0.65
548749,22963,12,0.85
548757,48138,2,7.95
548768,84509G,1,3.75
548780,22411,10,1.95
548792,22297,1,1.25
548796,21928,3,2.08
548801,85038,12,2.1
548806,16161G,25,0.1
548807,20676,72,1.06
548808,22507,2,4.95
548813,M,1,162.6
548820,M,1,2053.07
C548830,M,-1,162.6
C548834,M,-1,2053.07
C548851,82483,-1,5.95
548856,82483,1,5.95
C548857,82483,-1,5.95
548858,22668,5,2.95
548859,85062,6,1.65
548860,85132A,12,1.95
548861,22432,6,1.95
548862,22485,1,12.75
548863,85099B,100,1.79
548864,22956,1,2.1
548865,22797,2,16.95
C548866,20681,-1,3.25
548867,71459,24,0.85
548868,22423,2,12.75
548869,22796,1,9.95
548870,22361,1,2.95
548871,22860,12,1.65
548872,23076,24,1.25
548873,85194L,12,0.85
548874,22423,2,12.75
548886,85118,-6,0.0
548887,35824B,-8,0.0
548888,84726,-14,0.0
548889,84875A,-17,0.0
548890,84876C,-19,0.0
C548891,22727,-1,3.75
548892,22191,2,8.5
548893,35915C,9,0.83
548894,10133,1,1.63
548895,22246,2,1.95
548896,15044D,6,2.95
548897,47570B,-70,0.0
548898,22148,4,1.95
548899,21238,48,0.72
548900,16216,20,0.16
548901,84558A,6,2.95
C548906,85131A,-6,1.25
548907,84968F,10,12.75
C548908,72807A,-1,4.25
548909,22978,6,3.75
548910,21982,432,0.2
548911,23179,6,2.89
548912,23176,8,2.25
548913,M,1,1136.3
C548914,M,-1,1136.3
C548915,22993,-12,1.25
548916,21472,2,3.75
548917,23183,6,3.75
548918,22367,8,1.95
548919,22394,12,2.55
548920,23232,25,0.42
548940,85178,96,0.85
C548941,85178,-48,1.25
548942,84946,36,1.25
548945,22558,2,1.65
C548947,22152,-1,0.42
548952,21425,1,2.95
548955,23077,80,1.25
548968,48138,30,6.75
548969,22326,96,2.55
548970,22385,100,1.65
548971,48188,1,7.95
C548972,85123A,-6,2.95
548973,85123A,6,2.95
548974,22611,3,4.95
548975,16011,168,0.21
C548976,84766,-2,5.95
548977,22321,4,0.85
548978,84789,2,3.75
548979,85099B,100,1.79
548980,22114,-194,0.0
548981,15056N,60,4.95
C548982,84816,-1,39.95
548983,22429,1,4.25
548984,21382,4,2.95
548985,21210,84,1.25
548986,21210,-177,0.0
548987,21922,2,7.95
548988,20967,8,3.75
548989,72799F,-46,0.0
548990,22992,24,1.95
548991,48184,1,7.95
548992,21628,1,14.95
548993,20750,48,6.35
548994,22659,1,1.95
C548995,21155,-1,2.55
548996,22423,1,12.75
548997,84507B,20,0.0
548998,84741C,8,0.0
548999,84743C,-26,0.0
549000,35972,-45,0.0
549001,84845D,-5,0.0
549002,21278,17,0.0
549003,21279,14,0.0
549004,21274,-3,0.0
549005,16020C,-5,0.0
549006,84508B,-23,0.0
549007,21232,12,1.25
549008,21281,-31,0.0
549009,21474,-8,0.0
549010,21684,-62,0.0
549011,62096B,-8,0.0
549012,23000,48,0.42
C549013,22727,-1,3.75
549014,84596G,2,0.42
549015,22551,12,1.65
549016,22699,6,2.95
549017,22568,4,3.75
549018,21386,12,0.85
C549019,22236,-1,12.75
549020,84879,160,1.45
549021,21232,12,1.25
549022,22840,12,6.95
549023,16237,1,0.42
549026,85014B,3,5.95
549027,22727,500,3.39
549028,84569A,-18,0.0
549029,84569B,-17,0.0
549030,84520B,-61,0.0
549031,10134,-19,0.0
549032,20778,-6,0.0
549033,16254,-5,0.0
549034,16248B,2,0.0
549035,72051S,-15,0.0
549036,84993B,-54,0.0
549037,84569C,-37,0.0
549038,84569D,-70,0.0
C549039,22727,-2,3.75
549040,37327,6,0.39
C549041,22558,-1,1.65
549042,21681,-2,0.0
549043,84990,-24,0.0
549044,23008,1,16.95
C549045,22424,-1,12.75
549046,21756,6,5.95
549047,21374,1,3.75
549048,22619,2,3.75
C549049,22087,-1,2.55
C549050,15056BL,-2,5.95
C549051,22797,-2,16.95
549052,84879,16,1.69
549053,22281,2,5.95
549054,22728,8,3.75
549055,85123A,12,2.95
549056,35914,12,0.85
549059,23076,24,1.25
C549098,21399,-14,0.39
549099,21524,1,7.95
549100,20675,4,2.46
549101,22278,1,4.95
549102,21398,96,0.39
549103,82494L,167,0.0
549104,22771,192,1.06
549105,84945,120,0.85
549106,20785,1,39.95
549107,21736,18,0.39
549115,22197,48,0.85
549116,17011F,24,0.65
549117,84536B,16,0.42
549118,22991,12,1.95
549119,22426,16,2.95
549120,82494L,4,2.95
549121,35920,6,1.25
549122,22799,1,8.5
549123,22900,12,3.25
549124,22729,12,3.75
549125,90148,1,12.75
549126,22776,1,9.95
549127,23053,1,8.25
549128,48129,1,7.95
549129,22148,4,1.95
549130,22289,6,1.25
549131,22128,12,1.25
549132,20756,-70,0.0
549133,20759,-52,0.0
549134,20758,-54,0.0
549135,20760,31,0.0
549136,21414,-3,0.0
549137,84459B,-7,0.0
549138,22988,12,0.0
549139,22988,-91,0.0
549140,35819B,7,0.0
549141,35819B,70,0.0
549142,35650,-24,0.0
549143,84597C,-17,0.0
549144,21416,-14,0.0
549145,21421,26,0.0
549146,85017A,-10,0.0
549147,20773,-4,0.0
549148,84406B,1,4.15
549149,35649,-43,0.0
549150,79336,-47,0.0
549151,21664,20,0.0
549153,22957,6,2.95
549154,21871,12,1.25
549155,21454,6,0.83
549156,17013D,-9,0.0
549157,21511,-9,0.0
549158,21910,-1,0.0
549159,22052,-25,0.0
549160,81953P,-7,0.0
549161,21518,-31,0.0
C549162,22960,-1,4.25
549163,84247L,8,0.0
549164,16169P,-75,0.0
549165,35815P,-63,0.0
549166,44265,3,0.0
549167,84846A,-8,0.0
549168,21161,-10,0.0
549169,21034,3,0.95
549170,82545A,-4,0.0
549171,84251F,-2,0.0
549172,21637,-139,0.0
549173,84218,-2,0.0
549174,21160,-7,0.0
549175,21171,-30,0.0
549176,35603B,-12,0.0
549177,20821,9,0.0
549178,47502,-19,0.0
549179,84007,-3,0.0
549180,84522,-30,0.0
549181,22808,1,2.95
549182,21041,6,2.95
549183,21172,12,1.45
C549184,POST,-1,40.0
549185,20754,6,2.1
549186,84997C,72,3.75
549187,22423,16,10.95
549188,21314,8,2.1
549189,22303,6,2.55
549190,22843,2,6.75
C549191,22086,-40,2.55
549192,22084,24,2.95
549193,22554,12,1.65
549196,21448,12,1.65
549206,22499,6,5.95
549222,22376,4,4.25
549225,22084,48,2.55
C549230,22178,-12,1.25
549233,22690,4,7.95
549234,22759,1,1.65
549235,21722,4,0.85
549236,22969,12,1.45
549237,22553,12,1.65
549238,84997D,2,4.15
549239,22197,36,0.85
549240,22087,1,2.95
549241,22178,6,1.25
549242,85053,12,2.1
549243,21326,84,0.65
549244,79331,-3,0.0
549245,M,2,0.85
549246,22087,50,2.55
549247,22224,16,2.95
549248,20803,36,0.39
549249,22419,12,0.42
549250,21386,3,0.85
549251,85030,2,1.95
C549252,22665,-3,2.55
C549253,22727,-1,3.75
C549254,82494L,-1,2.95
549255,71459,192,0.72
549256,22749,4,3.75
549257,22386,3,2.08
549258,22896,12,2.55
549259,21914,12,1.25
549260,22295,3,1.65
549261,22699,5,2.95
549262,21080,1,0.85
549263,22842,2,6.75
549264,21337,-21,0.0
549266,84593,-5,0.0
C549265,22364,-3,2.95
549267,46037A,-5,0.0
549268,84856S,-7,0.0
C549269,75049L,-9,0.85
549270,84856L,-27,0.0
549271,62096B,-2,0.0
549272,47566,50,4.15
549273,22456,4,4.95
549274,22514,6,2.1
549275,21742,1,5.95
549276,21213,24,0.55
549277,22377,1,2.1
549278,22170,2,6.75
549279,84751B,1,0.79
549280,84789,16,2.95
549281,21124,24,1.25
549282,35004G,4,6.35
549283,22635,2,9.95
549284,22619,4,3.75
549285,22382,10,1.65
549286,22954,1,1.25
549287,84660B,1,3.75
C549288,22788,-1,9.95
549289,22457,4,2.95
C549290,37449,-1,9.95
549291,21530,1,0.79
549292,46000M,2,1.55
549293,84707A,1,9.95
549294,22988,2,1.25
549295,16235,15,0.42
549296,22767,2,9.95
549297,21116,12,4.95
549298,22084,6,2.95
549299,21314,8,2.1
549300,22989,6,3.25
549301,22179,4,6.75
549302,22139,3,4.95
549303,22619,4,3.75
549304,22584,6,2.55
549305,22699,12,2.95
549306,84879,8,1.69
549307,22946,2,16.95
549308,22727,8,3.75
549309,22925,2,5.95
549310,21288,12,2.95
549311,21360,12,3.95
549312,22762,2,14.95
549313,22993,12,1.25
549314,84522,1,1.95
C549315,21876,-3,1.25
549316,20712,10,1.95
549317,22800,4,3.75
549318,22138,3,4.95
549319,22667,3,2.95
549320,22266,4,0.65
549321,84509A,4,3.75
549322,22231,12,1.45
549323,22027,12,0.42
549324,22993,12,1.25
549325,23156,12,2.08
549326,21738,-5,0.0
549327,84912A,70,0.0
549328,51008,-110,0.0
549329,84989A,-1,0.0
549330,84251J,-28,0.0
549331,40018F,-22,0.0
549332,84864A,-2,0.0
549340,20774,-11,0.0
549342,35818B,-53,0.0
549343,72815,-3,0.0
549344,21825,-14,0.0
549345,20748,12,0.0
549346,22033,-50,0.0
549347,35914,10,0.0
549348,84251B,-60,0.0
549349,10123G,-38,0.0
549350,84597B,-13,0.0
549351,85006,-21,0.0
549353,22487,2,9.95
549355,84899F,-5,0.0
549360,84879,8,1.69
549368,20752,1,2.1
549371,84921,-17,0.0
549372,22038,25,0.42
549373,85008,-2,0.0
549374,20775,-29,0.0
549375,20863,-6,0.0
549376,17014A,11,0.0
549387,20725,20,1.65
549412,37450,18,2.55
549417,84880,12,6.65
549424,22383,10,1.65
549425,22966,1,1.25
549426,22078,-201,0.0
549427,22797,-12,0.0
549428,22550,30,3.75
549429,84755,16,0.65
C549430,84750A,-3,1.95
549431,85123A,25,2.95
549432,47566,4,4.95
549433,21922,4,7.95
549434,84279B,12,3.39
549435,84991,48,0.55
549436,21915,24,1.25
C549437,22617,-1,4.95
C549438,23183,-1,3.75
549439,15056N,3,5.95
549440,22620,12,1.45
549441,21770,2,4.95
549442,47566,16,4.95
549443,84836,12,1.25
549444,47566,100,3.75
549445,48138,40,6.75
549446,21917,24,0.42
549447,71459,192,0.72
549448,21832,12,1.65
549449,20725,10,1.65
C549450,22637,-4,2.55
549451,22178,12,1.25
C549452,D,-1,1867.86
549453,84857C,24,0.0
549454,84858C,46,0.0
549455,84858C,-10,0.0
549456,47341A,-6,0.0
549457,47344B,-16,0.0
549458,62097B,-6,0.0
549459,62043B,7,0.0
549460,20716,-82,0.0
549461,20731,-16,0.0
549462,84910A,-16,0.0
549463,84919,-17,0.0
549464,20701,-6,0.0
549465,84415B,-5,0.0
549466,20816,-11,0.0
549467,21754,3,5.95
549468,M,1,1867.86
549470,46775D,-8,0.0
549471,84970S,30,0.64
549489,85146,8,0.0
549492,21736,5,0.0
549494,22168,6,0.0
549497,21527,3,0.0
549498,22847,1,0.0
549500,79321,1,0.0
549502,84459B,1,0.0
549506,22415,-31,0.0
549510,84559B,-158,0.0
549514,20820,-3,0.0
549520,84946,72,1.06
549522,20963,10,1.25
549523,22669,1,2.95
549524,15036,1,1.63
549525,15036,17,1.63
549526,22224,5,2.95
549527,21620,-1479,0.0
549528,21422,-55,0.0
549529,21830,-576,0.0
C549530,22998,-1,0.42
549531,21622,-750,0.0
C549532,POST,-1,7.06
C549533,22628,-3,4.95
549534,21916,2,0.42
C549535,22468,-2,6.75
549536,20727,1,1.65
549537,84226,2,0.85
549538,84584,1,2.55
549539,22423,24,10.95
C549540,22443,-1,7.95
549541,71459,192,0.72
549542,22778,48,3.39
549543,22064,2,1.65
C549544,21035,-100,2.75
C549545,21125,-1,1.25
549546,22424,1,12.75
549547,22655,1,125.0
549548,21157,1,2.1
C549549,22656,-1,125.0
549550,90024D,1,8.5
549551,23182,24,0.83
549552,48138,2,7.95
549553,20985,3,1.25
549554,21874,12,1.25
549555,21781,1,14.95
549556,22993,4,1.25
549557,21900,1,0.65
549558,22700,1,2.95
549559,20712,10,1.95
549560,84947,24,1.25
549561,22246,2,1.95
549562,22270,2,3.75
549563,23010,1,16.95
549564,22115,1,2.95
C549565,22841,-1,7.95
549566,22832,1,10.75
549567,48184,1,7.95
549568,22666,12,2.95
549569,22710,25,0.42
549570,22861,1,1.65
549571,20749,2,7.95
549572,22354,3,3.75
549573,22494,4,1.25
549574,22855,24,1.25
549575,22287,1,1.65
549576,22457,6,2.95
549577,22491,24,0.85
549578,22178,12,1.25
549579,22694,12,2.1
C549580,22968,-3,9.95
549581,22722,4,3.95
C549582,22423,-3,12.75
549583,84531A,12,0.39
549584,22427,6,5.95
549585,22502,32,4.95
549586,21976,1,2.08
549587,21043,12,1.95
549588,22969,12,1.45
549589,22699,6,2.95
549590,22956,6,2.1
549591,22084,330,2.55
549592,79000,12,0.85
549593,22567,130,1.25
549594,22780,48,3.37
549595,22699,24,2.55
549596,22969,12,1.45
549597,22570,4,3.75
549614,22692,2,7.95
549619,21169,48,1.45
549628,84596L,72,0.42
549633,21166,12,2.08
549646,84755,16,0.65
549664,22383,5,1.65
549665,84997D,5,4.15
C549666,21470,-1,3.75
549667,22960,12,3.75
549668,23009,2,16.95
549669,22962,3,0.85
549670,22087,12,2.95
549678,22087,40,2.55
549679,22772,12,1.25
549680,21731,12,1.65
549681,84879,16,1.69
549682,84692,25,0.42
549683,20712,10,2.08
549684,S,1,30.0
C549685,85132A,-1,1.95
C549686,22978,-6,3.75
549687,20685,2,7.95
C549688,20726,-1,1.65
549689,POST,1,4.95
549690,21686,1,39.95
549691,82482,6,2.55
549693,71053,4,3.75
C549692,85053,-1,1.69
549694,22301,6,2.55
549695,84751B,-24,0.0
549696,22423,12,12.75
549705,22502,1,5.95
549711,22084,18,2.95
549712,22839,1,14.95
549713,22663,2,2.08
549714,84673A,1,0.65
549715,22178,12,1.25
549716,22966,12,1.25
549717,BANK CHARGES,1,15.0
549718,22964,6,2.1
549719,23076,48,1.25
549720,17003,1,0.29
549721,22139,3,4.95
549722,22832,2,10.75
C549723,79191C,-12,0.85
549728,22498,2,5.95
549729,84944,1,4.25
549730,22697,1,2.95
C549731,21399,-1,0.39
549732,84987,12,1.45
549733,22659,2,1.95
549734,22366,1,7.95
549735,85174,16,4.25
549736,84879,16,1.69
549737,23201,20,2.08
549738,23052,2,8.25
549739,M,1,308.82
549740,22431,48,1.65
549741,22693,24,1.25
549742,22808,6,2.95
549743,22727,8,3.75
549744,22084,12,2.95
549745,21929,10,1.95
549746,23010,6,14.95
549747,23206,100,1.45
549748,22993,72,1.06
549749,23201,10,2.08
549750,22699,1,2.95
549751,21713,12,2.1
549752,23205,10,0.85
C549753,22162,-8,2.95
549754,84596B,24,0.42
549755,22759,12,1.65
549756,22801,4,3.75
549771,23053,1,8.25
C549783,84751B,-1,0.79
549787,22294,6,1.25
C549786,22345,-18,0.85
C549788,22960,-2,4.25
549789,23207,10,1.65
549790,21918,24,0.42
549813,21129,1,6.95
C549822,84884A,-1,3.95
C549823,22139,-1,4.95
C549824,22698,-1,2.95
549825,21578,6,2.25
549826,22768,1,9.95
C549827,POST,-2,3.0
549828,21166,6,2.08
549829,82583,12,2.1
549830,21327,2,1.65
549831,22844,2,8.5
549832,22960,6,4.25
549833,21318,36,0.39
549834,22725,12,3.75
549835,22768,16,8.5
549836,21877,6,1.25
549837,22189,36,3.39
549838,23050,2,8.25
549839,37446,8,1.45
C549840,22697,-2,2.95
549841,22672,2,1.65
549842,22112,3,4.95
549843,20728,10,1.65
549844,84879,80,1.69
549845,22060,11,3.95
549846,21100,-6,0.0
549847,84077,192,0.29
549848,84531A,-34,0.0
549849,84531B,-23,0.0
549850,22456,9,4.95
549851,22767,2,9.95
549852,48184,2,7.95
549874,48187,2,7.95
549880,37342,48,0.79
549881,84077,48,0.29
549885,22796,6,9.95
C549895,22486,-4,12.75
549896,22449,1,3.35
C549897,85135B,-1,7.95
C549898,22678,-1,1.25
C549899,84949,-7,1.65
C549900,22236,-1,12.75
549901,22964,2,2.1
549902,22087,6,2.95
549903,22262,10,0.85
549904,21985,12,0.29
C549905,22423,-1,12.75
549906,22292,2,1.45
549907,20685,10,6.75
C549908,22423,-3,10.95
549909,23053,2,8.25
549910,21034,1,0.95
549911,22995,24,0.42
C549912,22138,-1,4.95
C549913,22961,-12,1.45
549914,22908,24,0.85
549915,85066,2,12.75
549916,21397,48,0.39
549917,22558,12,1.65
549918,22938,12,1.95
C549919,22675,-3,1.25
549920,85114B,6,1.65
C549921,22423,-1,12.75
C549922,22423,-1,12.75
549923,20967,4,3.75
549924,22723,4,3.95
549925,22693,1056,1.06
549926,21704,504,0.72
549927,22970,252,2.1
549928,23199,100,1.79
549929,22024,12,0.42
C549930,M,-1,15.05
549932,21931,10,2.08
C549931,M,-1,97.35
549933,22084,12,2.95
549934,84755,16,0.65
549935,35915C,-43,0.0
549936,22423,36,10.95
549937,84879,80,1.69
549938,22087,160,2.55
549939,22954,12,1.25
549940,84858C,151,1.25
549941,75049L,96,0.85
549942,47590B,12,5.45
549943,79321,1,5.75
549944,21913,4,3.75
C549945,POST,-1,5.95
549946,21845,6,0.79
549947,21625,3,6.95
549948,37488A,-1,0.0
549949,84879,10,1.69
549950,37487B,-6,0.0
549951,82486,6,8.95
549952,37482P,-93,0.0
549953,23154,12,2.08
549954,20751,1,2.1
C549955,22839,-2,14.95
549956,22151,192,0.42
549957,20685,2,7.95
549958,22558,1,1.65
549959,22560,24,1.25
C549960,22423,-2,12.75
549961,22423,2,12.75
C549962,22423,-2,10.95
549964,22120,3,9.95
549965,22491,60,0.85
549966,22285,12,1.65
549967,82600,48,1.85
549969,23201,100,1.65
C549968,22151,-432,0.36
549970,22371,1,4.25
549971,23206,20,1.65
549972,22745,6,2.1
C549973,85152,-24,2.1
549974,22060,8,3.95
549975,21624,3,5.95
549976,21577,6,2.25
549977,23201,10,2.08
549978,22084,18,2.95
549979,46000M,20,1.55
549980,21563,2,2.95
549981,M,6,0.39
549982,23205,10,0.85
549983,46000S,2,1.45
549984,22993,12,1.25
549985,22906,12,1.65
C549986,22750,-2,3.75
C549987,20829,-1,2.1
549988,22084,12,2.95
549989,84030E,2,4.25
549990,48129,2,7.95
549991,22960,12,3.75
549992,23206,30,1.65
549993,22993,24,1.25
549994,23199,10,2.08
549995,22993,12,1.25
549996,23158,12,2.08
549997,22699,24,2.55
549998,84879,64,1.69
549999,22960,6,4.25
550000,22501,2,9.95
550001,22741,48,0.85
550002,POST,1,18.0
550003,84978,72,1.06
550004,22647,12,1.45
550005,23199,100,1.65
550006,22788,2,9.95
550007,23199,100,1.65
550008,84795B,2,7.95
C550009,M,-1,57.6
C550010,84950,-4,0.55
550011,22970,1,2.55
550012,84809A,6,2.1
C550013,85159B,-1,1.95
C550014,23177,-8,2.25
550015,22488,12,1.65
550016,22241,12,1.25
550017,21843,2,10.95
550025,22698,48,2.55
C550024,22423,-11,12.75
C550026,23076,-4,1.25
C550027,75049L,-58,0.85
C550028,22332,-1,1.65
C550029,90185C,-6,4.25
550030,22384,2,1.65
550031,85099F,100,1.79
550032,21090,24,0.39
550033,21034,3,0.95
550034,22831,12,2.95
550035,22386,10,2.08
550052,21928,10,2.08
550054,85099B,10,2.08
550057,84755,8,0.65
550071,22996,24,0.42
C550099,22627,-1,8.5
550106,20682,1,3.25
550120,22467,6,2.55
550121,22148,12,1.95
550122,22604,192,2.1
550123,22514,1,2.1
550124,22139,6,4.95
550125,47566,8,4.95
550126,23199,10,1.95
C550127,37449,-1,9.95
550128,22423,1,12.75
550129,21122,24,1.25
550130,84997D,2,4.15
550131,22722,4,3.95
550132,82484,2,7.95
550133,85099F,-1092,0.0
550134,21212,24,0.55
